NCES ID,State,School District (Portal Name),acfrs_original_name,Year,Net Pension Liability,Net Pension Asset,NPL less NPA,States Proportionate Share of Net Pension liability,Overall Liability (Asset) Associated with District Staff,Comments,Employer name in GASB 68/ACFR,
1900006,IA,North Fayette Valley Community School District,North Fayette Valley Community School District,2020,"6,019,241",,"6,019,241",,"6,019,241",,,
5510740,WI,School District of North Fond Du Lac,School District Of North Fond Du Lac,2020,,"1,753,444","-1,753,444",,"-1,753,444",,,
3904802,OH,North Fork Local School District,North Fork Local School District,2020,"18,274,173",,"18,274,173",,"18,274,173",,,
5305730,WA,North Franklin School District No. J51-162,North Franklin School District No. J51-162,2020,"8,665,860",,"8,665,860",,"8,665,860",,,
1807770,IN,North Gibson School Corporation,North Gibson School Corporation,2020,,,0,,0,,,
3411580,NJ,North Hanover Board of Education,North Hanover Board Of Education,2020,"6,264,514",,"6,264,514","55,998,285","62,262,799",,,
4217220,PA,North Hills School District,North Hills School District,2020,"122,804,000",,"122,804,000",,"122,804,000",,,
4832970,TX,North Hopkins Independent School District,North Hopkins Independent School District,2020,"1,281,162",,"1,281,162","2,534,533","3,815,695",,,
2625780,MI,North Huron School District,North Huron School District,2020,"7,696,512",,"7,696,512",,"7,696,512",,,
1905750,IA,North Iowa Community School District,North Iowa Community School District,2020,"2,638,601",,"2,638,601",,"2,638,601",,,
2922800,MO,North Kansas City School District No. 74,North Kansas City School District No. 74,2020,"198,465,967",,"198,465,967",,"198,465,967",,,
5305760,WA,North Kitsap School District No. 400,North Kitsap School District No. 400,2020,"26,079,055",,"26,079,055",,"26,079,055",,,
1807830,IN,North Knox School Corporation,North Knox School Corporation,2020,,,0,,0,,,
1920830,IA,North Kossuth Community School District,North Kossuth Community School District,2020,"1,725,681",,"1,725,681",,"1,725,681",,,
4833010,TX,North Lamar Independent School District,North Lamar Independent School District,2020,"6,291,969",,"6,291,969","13,716,836","20,008,805",,,
1920820,IA,North Linn Community School District,North Linn Community School District,2020,"2,868,834",,"2,868,834",,"2,868,834",,,
1701403,IL,North Mac Cusd 34,North Mac Cusd 34,2020,"1,663,053",,"1,663,053","39,983,207","41,646,260",,,
1920850,IA,North Mahaska Community School District,North Mahaska Community School District,2020,"2,758,992",,"2,758,992",,"2,758,992",,,
4108880,OR,North Marion School District No. 15,North Marion School District No. 15,2020,"14,847,353",,"14,847,353",,"14,847,353",,,
5305790,WA,North Mason School District No. 403,North Mason School District No. 403,2020,"9,513,287",,"9,513,287",,"9,513,287",,,
627590,CA,North Monterey County Unified School District,North Monterey County Unified School District,2020,"63,983,900",,"63,983,900","21,248,234","85,232,134",,,
2625800,MI,North Muskegon Public Schools,North Muskegon Public Schools,2020,"19,002,602",,"19,002,602",,"19,002,602",,,
3904452,OH,North Olmsted City School District,North Olmsted City School District,2020,"68,521,936",,"68,521,936",,"68,521,936",,,
1728890,IL,North Palos Elementary School District 117,North Palos Elementary School District 117,2020,"4,324,793",,"4,324,793","143,253,410","147,578,203",,,
4217280,PA,North Penn School District,North Penn School District,2020,"466,563,000",,"466,563,000",,"466,563,000",,,
2803240,MS,North Pike Consolidated School District,North Pike Consolidated School District,2020,"33,166,497",,"33,166,497",,"33,166,497",,,
3411640,NJ,Borough of North Plainfield School District,Borough Of North Plainfield School District,2020,"12,310,999",,"12,310,999","154,478,237","166,789,236",,,
4217310,PA,North Pocono School District,North Pocono School District,2020,"73,028,000",,"73,028,000",,"73,028,000",,,
1920910,IA,North Polk Community School District,North Polk Community School District,2020,"8,523,507",,"8,523,507",,"8,523,507",,,
3904453,OH,North Ridgeville City School District,North Ridgeville City School District,2020,"47,297,703",,"47,297,703",,"47,297,703",,,
4000802,OK,North Rock Creek School District No. I-10,North Rock Creek School District No. I-10,2020,,,0,,0,,,
3616980,NY,North Rose-Wolcott Central School District,North Rose-Wolcott Central School District,2020,"2,301,416","1,602,033","699,383",,"699,383",,,
3904454,OH,North Royalton City School District,North Royalton City School District,2020,"59,730,384",,"59,730,384",,"59,730,384",,,
4900660,UT,North Sanpete School District,North Sanpete School District,2020,"7,241,868",,"7,241,868",,"7,241,868",,,
4100020,OR,North Santiam School District,North Santiam School District No. 29J,2020,"13,828,024",,"13,828,024",,"13,828,024",,,
1920940,IA,North Scott Community School District,North Scott Community School District,2020,"16,247,482",,"16,247,482",,"16,247,482",,,
3626370,NY,North Shore Central School District,North Shore Central School District,2020,"7,874,350","7,320,455","553,895",,"553,895",,,
1700119,IL,North Shore School District 112,North Shore School District 112,2020,"5,156,997",,"5,156,997","257,816,553","262,973,550",,,
200610,AK,North Slope Borough School District,North Slope Borough School District,2020,"42,874,249",,"42,874,249","  35,831,209 ","78,705,458",,,
2905430,MO,north st. francois county R-1 school district,North St. Francois County R-1 School District,2020,,,0,,0,,,
4210115,PA,North Star School District,North Star School District,2020,"22,502,000",,"22,502,000",,"22,502,000",,,
4900690,UT,North Summit School District,North Summit School District,2020,"4,241,652",,"4,241,652",,"4,241,652",,,
3621210,NY,North Syracuse Central School District,North Syracuse Central School District,2020,"16,216,507","9,667,557","6,548,950",,"6,548,950",,,
1921000,IA,North Tama County Community School District,North Tama County Community School District,2020,"2,593,177",,"2,593,177",,"2,593,177",,,
3621240,NY,North Tonawanda City School District,North Tonawanda City School District,2020,"4,574,925","4,129,103","445,822",,"445,822",,,
1903850,IA,North Union Community School District,North Union Community School District,2020,"1,994,894",,"1,994,894",,"1,994,894",,,
3905033,OH,North Union Local School District,North Union Local School District,2020,"18,948,129",,"18,948,129",,"18,948,129",,,
4100048,OR,North Wasco County School District No. 21,North Wasco County School District No. 21,2020,"21,417,929",,"21,417,929",,"21,417,929",,,
4833030,TX,North Zulch Independent School District,North Zulch Independent School District,2020,"1,156,095",,"1,156,095","1,790,834","2,946,929",,,
4217370,PA,Northampton Area School District,Northampton Area School District,2020,"139,822,308",,"139,822,308",,"139,822,308",,,
4217460,PA,Northeast Bradford School District,Northeast Bradford School District,2020,"18,062,000",,"18,062,000",,"18,062,000",,,
1921090,IA,Northeast Community School District,Northeast Community School District,2020,"4,085,234",,"4,085,234",,"4,085,234",,,
3621250,NY,Northeastern Clinton Central School District,Northeastern Clinton Central School District,2020,"2,370,806","1,484,318","886,488",,"886,488",,,
3904672,OH,Northeastern Local School District,Northeastern Local School District,2020,"12,185,347",,"12,185,347",,"12,185,347",,,
3621260,NY,Northern Adirondack Central School District,Northern Adirondack Central School District,2020,"1,761,238","1,056,747","704,491",,"704,491",,,
4217580,PA,Northern Bedford County School District,Northern Bedford County School District,2020,"20,023,000",,"20,023,000",,"20,023,000",,,
4217610,PA,Northern Cambria School District,Northern Cambria School District,2020,"23,859,000",,"23,859,000",,"23,859,000",,,
4217640,PA,Northern Lebanon School District,Northern Lebanon School District,2020,"50,993,000",,"50,993,000",,"50,993,000",,,
4217670,PA,Northern Lehigh School District,Northern Lehigh School District,2020,"45,119,974",,"45,119,974",,"45,119,974",,,
3904905,OH,Northern Local School District,Northern Local School District,2020,"24,537,838",,"24,537,838",,"24,537,838",,,
4217700,PA,Northern Potter School District,Northern Potter School District,2020,"15,017,000",,"15,017,000",,"15,017,000",,,
4217730,PA,Northern Tioga School District,Northern Tioga School District,2020,"49,402,000",,"49,402,000",,"49,402,000",,,
3411760,NJ,Northern Valley Regional High School District,Northern Valley Regional High School District,2020,"8,694,185",,"8,694,185",,"8,694,185",,,
1808220,IN,Northern Wells Community Schools,Northern Wells Community Schools,2020,,,0,,0,,,
4217760,PA,Northern York County School District,Northern York County School District,2020,"68,770,434",,"68,770,434",,"68,770,434",,,
3411790,NJ,City of Northfield Board of Education,City Of Northfield Board Of Education,2020,"2,827,332",,"2,827,332","37,833,874","40,661,206",,,
2723880,MN,Northfield Public Schools Independent School District No. 659,Northfield Public Schools Independent School District No. 659,2020,"34,530,240",,"34,530,240","2,673,721","37,203,961",,,
1729010,IL,Northfield Township High School District 225,Northfield Township High School District 225,2020,"20,379,760",,"20,379,760","1,239,687,293","1,260,067,053",,,
4217770,PA,Northgate School District,Northgate School District,2020,"34,572,000",,"34,572,000",,"34,572,000",,,
2730870,MN,Independent School District No. 118-Northland Community Schools,Independent School District No. 118-Northland Community Schools,2020,"3,710,373",,"3,710,373","280,797","3,991,170",,,
5503860,WI,Northland Pines School District,Northland Pines School District,2020,,"2,114,743","-2,114,743",,"-2,114,743",,,
3904872,OH,Northmont City School District,Northmont City School District,2020,"66,926,117",,"66,926,117",,"66,926,117",,,
3904881,OH,Northmor Local School District,Northmor Local School District,2020,"11,794,563",,"11,794,563",,"11,794,563",,,
2625920,MI,Northport Public School District,Northport Public School District,2020,"6,581,180",,"6,581,180",,"6,581,180",,,
3621270,NY,Northport-East Northport Union Free School District,Northport-East Northport Union Free School District,2020,"12,759,810",10776144,"1,983,666",,"1,983,666",,,
3904873,OH,Northridge Local School District,Northridge Local School District,2020,"25,061,989",,"25,061,989",,"25,061,989",,,
5305910,WA,Northshore School District No. 417,Northshore School District No. 417,2020,"112,468,323",,"112,468,323",,"112,468,323",,,
4833090,TX,Northside Independent School District,Northside Independent School District,2020,"330,423,641",,"330,423,641","473,203,648","803,627,289",,,
2625950,MI,Northview Public Schools,Northview Public Schools,2020,"74,735,919",,"74,735,919",,"74,735,919",,,
2625980,MI,Northville Public Schools,Northville Public Schools,2020,"174,289,239",,"174,289,239",,"174,289,239",,,
200625,AK,Northwest Arctic Borough School District,Northwest Arctic Borough School District,2020,"  15,034,810 ",,"15,034,810","29,043,891","44,078,701",,,
4217790,PA,Northwest Area School District,Northwest Area School District,2020,"22,970,261",,"22,970,261",,"22,970,261",,,
2626010,MI,Northwest Community Schools,Northwest Community Schools,2020,"63,171,652",,"63,171,652",,"63,171,652",,,
4833180,TX,Northwest Independent School District,Northwest Independent School District,2020,"71,069,239",,"71,069,239","97,809,096","168,878,335",,,
3904736,OH,Northwest Local School District,Northwest Local School District,2020,"20,367,779",,"20,367,779",,"20,367,779",,,
3174580,NE,Northwest Public School District No. 82,Northwest Public School District No. 82,2020,"5,027,867",,"5,027,867",,"5,027,867",,,
2922890,MO,northwest R-1 school district,Northwest R-1 School District,2020,,,0,,0,,,
3910033,OH,Northwestern Local School District,Northwestern Local School District,2020,"18,522,173",,"18,522,173",,"18,522,173",,,
4217880,PA,Northwestern School District,Northwestern School District,2020,"29,005,217",,"29,005,217",,"29,005,217",,,
3905071,OH,Northwood Local School District,Northwood Local School District,2020,"12,131,206",,"12,131,206",,"12,131,206",,,
1921210,IA,Northwood-Kensett Community School District,Northwood-Kensett Community School District,2020,"2,774,116",,"2,774,116",,"2,774,116",,,
3904455,OH,Norton City School District,Norton City School District,2020,"26,926,390",,"26,926,390",,"26,926,390",,,
3904456,OH,Norwalk City School District,Norwalk City School District,2020,"30,198,655",,"30,198,655",,"30,198,655",,,
1921240,IA,Norwalk Community School District,Norwalk Community School District,2020,"14,260,538",,"14,260,538",,"14,260,538",,,
627690,CA,Norwalk-La Mirada Unified School District,Norwalk-La Mirada Unified School District,2020,"253,067,278",,"253,067,278","92,236,639","345,303,917",,,
5510770,WI,School District of Norwalk-Ontario-Wilton,School District Of Norwalk-Ontario-Wilton,2020,,"969,698","-969,698",,"-969,698",,,
2626040,MI,Norway-Vulcan Area Schools,Norway-Vulcan Area Schools,2020,"12,146,977",,"12,146,977",,"12,146,977",,,
3905056,OH,Norwayne Local School District,Norwayne Local School District,2020,"13,315,241",,"13,315,241",,"13,315,241",,,
3621330,NY,Norwich City School District,Norwich City School District,2020,"3,692,127","2,094,361","1,597,766",,"1,597,766",,,
4217940,PA,Norwin School District,Norwin School District,2020,"108,000,000",,"108,000,000",,"108,000,000",,,
4021900,OK,Norwood School District No. C-14,Norwood School District No. C-14,2020,,,0,,0,,,
3904457,OH,Norwood City School District,Norwood City School District,2020,"32,188,572",,"32,188,572",,"32,188,572",,,
3621360,NY,Norwood-Norfolk Central School District,Norwood-Norfolk Central School District,2020,"2,269,065","977,638","1,291,427",,"1,291,427",,,
2626100,MI,Nottawa Community School,Nottawa Community School,2020,"2,153,784",,"2,153,784",,"2,153,784",,,
627720,CA,Novato Unified School District,Novato Unified School District,2020,"91,291,158",,"91,291,158","34,444,154","125,735,312",,,
2626130,MI,Novi Community School District,Novi Community School District,2020,"153,395,001",,"153,395,001",,"153,395,001",,,
4021930,OK,Nowata Public Schools I-40,Nowata Public Schools I-40,2020,"5,976,735",,"5,976,735",,"5,976,735",,,
2803300,MS,Noxubee County School District,Noxubee County School District,2020,"21,703,041",,"21,703,041",,"21,703,041",,,
4833240,TX,Nueces Canyon Consolidated Independent School District,Nueces Canyon Consolidated Independent School District,2020,"738,387",,"738,387","1,457,577","2,195,964",,,
627750,CA,Nuestro Elementary School District,Nuestro Elementary School District,2020,"1,376,293",,"1,376,293","567,438","1,943,731",,,
4833270,TX,Nursery Independent School District,Nursery Independent School District,2020,"248,293",,"248,293","505,993","754,286",,,
3411880,NJ,Nutley Board of Education,Nutley Board Of Education,2020,"16,960,265",,"16,960,265","171,322,226","188,282,491",,,
627780,CA,Nuview Union School District,Nuview Union School District,2020,"26,668,993",,"26,668,993","10,143,684","36,812,677",,,
3621480,NY,Nyack Union Free School District,Nyack Union Free School District,2020,"2,517,837","5,539,456","-3,021,619",,"-3,021,619",,,
3200360,NV,Nye County School District,Nye County School District,2020,"66,009,770",,"66,009,770",,"66,009,770",,,
4109000,OR,Nyssa School District No. 26,Nyssa School District No. 26,2020,"14,890,661",,"14,890,661",,"14,890,661",,,
1729760,IL,O'Fallon Community Consolidated School District No. 90,Ofallon Community Consolidated School District No. 90,2020,,,0,"107,603,605","107,603,605",,,
1729790,IL,O'Fallon Township High School District No. 203,Ofallon Township High School District No. 203,2020,,,0,"31,757,912","31,757,912",,,
4833390,TX,O'Donnell Independent School District,Odonnell Independent School District,2020,"1,217,180",,"1,217,180","1,953,921","3,171,101",,,
3174850,NE,O'Neill Public Schools District No. 7,Oneill Public Schools District No. 7,2020,,,0,,0,,,
5510830,WI,Oak Creek-Franklin Joint School District,Oak Creek-Franklin Joint School District,2020,,"8,228,458","-8,228,458",,"-8,228,458",,,
4022160,OK,Oak Grove School District C-104,Oak Grove School District C-104,2020,,,0,,0,,,
627810,CA,Oak Grove School District,Oak Grove School District,2020,"  120,058,049 ",,"120,058,049","  44,779,826 ","164,837,875",,,
2923010,MO,oak grove R-Vi school district,Oak Grove R-Vi School District,2020,,,0,,0,,,
5305940,WA,Oak Harbor School District No. 201,Oak Harbor School District No. 201,2020,"26,518,637",,"26,518,637",,"26,518,637",,,
3904776,OH,Oak Hill Union Local School District,Oak Hill Union Local School District,2020,"13,855,088",,"13,855,088",,"13,855,088",,,
3904737,OH,Oak Hills Local School District,Oak Hills Local School District,2020,"95,736,998",,"95,736,998",,"95,736,998",,,
1729220,IL,Oak Lawn Community High School District 229,Oak Lawn Community High School District 229,2020,"2,421,567",,"2,421,567","103,610,330","106,031,897",,,
1729190,IL,Oak Lawn-Hometown School District 123,Oak Lawn-Hometown School District 123,2020,"4,406,798",,"4,406,798","161,468,761","165,875,559",,,
1729280,IL,Oak Park River Forest High School District 200,Oak Park River Forest High School District 200,2020,"9,578,807",,"9,578,807","398,719,866","408,298,673",,,
1729250,IL,Oak Park Elementary School District 97,Oak Park Elementary School District 97,2020,"8,367,816",,"8,367,816","358,125,488","366,493,304",,,
627850,CA,Oak Park Unified School District,Oak Park Unified School District,2020,"49,095,517",,"49,095,517","19,966,768","69,062,285",,,
4703240,TN,Oak Ridge City School Fund,Oak Ridge City Schools,2020,,,0,,0,,,
627870,CA,Oak Run Elementary School District,Oak Run Elementary School District,2020,"693,000",,"693,000","170,000","863,000",,,
627900,CA,Oak Valley Union Elementary School District,Oak Valley Union Elementary School District,2020,"5,434,064",,"5,434,064","1,937,708","7,371,772",,,
627930,CA,Oak View Union Elementary School District,Oak View Union Elementary School District,2020,"3,880,061",,"3,880,061","1,555,796","5,435,857",,,
4022350,OK,Oakdale Public School District 55-C029,Oakdale Public School District 55-C029,2020,,,0,,0,,,
600062,CA,Oakdale Joint Unified School District,Oakdale Joint Unified School District,2020,"55,973,649",,"55,973,649","21,748,800","77,722,449",,,
3174640,NE,Oakland-Craig Public Schools District No. 14,Oakland Craig Public Schools,2020,,,0,,0,,,
4109120,OR,Oakland School District No. 1,Oakland School District No. 1,2020,"6,831,930",,"6,831,930",,"6,831,930",,,
628050,CA,Oakland Unified School District,Oakland Unified School District,2020,"503,385,375",,"503,385,375","168,004,302","671,389,677",,,
628080,CA,Oakley Union Elementary School District,Oakley Union Elementary School District,2020,"58,064,909",,"58,064,909","22,159,846","80,224,755",,,
2626220,MI,Oakridge Public Schools,Oakridge Public Schools,2020,"36,256,999",,"36,256,999",,"36,256,999",,,
4109150,OR,Oakridge School District No. 76,Oakridge School District No. 76,2020,"7,314,183",,"7,314,183",,"7,314,183",,,
4022410,OK,Oaks Mission Public School District I-5,Oaks Mission Public School District I-5,2020,,,0,,0,,,
5306000,WA,Oakville School District No. 400,Oakville School District No. 400,2020,"1,057,337",,"1,057,337",,"1,057,337",,,
3904458,OH,Oakwood City School District,Oakwood City School District,2020,"32,634,873",,"32,634,873",,"32,634,873",,,
4833340,TX,Oakwood Independent School District,Oakwood Independent School District,2020,"601,810",,"601,810","1,124,612","1,726,422",,,
3904459,OH,Oberlin City School District,Oberlin City School District,2020,"16,043,477",,"16,043,477",,"16,043,477",,,
4703270,TN,Obion County Schools,Obion County Schools,2020,,,0,,0,,,
5306060,WA,Ocean Beach School District No. 101,Ocean Beach School District No. 101,2020,"3,697,120",,"3,697,120",,"3,697,120",,,
2803360,MS,Ocean Springs School District,Ocean Springs School District,2020,"80,862,911",,"80,862,911",,"80,862,911",,,
628140,CA,Ocean View School District,Ocean View School District,2020,"31,643,486",,"31,643,486","11,332,975","42,976,461",,,
628250,CA,Oceanside Unified School District,Oceanside Unified School District,2020,"214,704,447",,"214,704,447","81,373,083","296,077,530",,,
3621570,NY,Oceanside Union Free School District,Oceanside Union Free School District,2020,"13,575,206","10,165,349","3,409,857",,"3,409,857",,,
4503060,SC,School District of Oconee County,School District Of Oconee County,2020,"145,376,656",,"145,376,656",,"145,376,656",,,
1303960,GA,Oconee County Board of Education,Oconee County Board Of Education,2020,"79,088,666",,"79,088,666","  1,244,919 ","80,333,585",,,
5510890,WI,Oconomowoc Area School District,Oconomowoc Area School District,2020,"6,010,279","5,718,073","292,206",,"292,206",,,
5510950,WI,Oconto Falls Public School District,Oconto Falls Public School District,2020,,"2,217,777","-2,217,777",,"-2,217,777",,,
5510920,WI,Oconto Unified School District,Oconto Unified School District,2020,,"1,372,374","-1,372,374",,"-1,372,374",,,
5306090,WA,Ocosta School District No. 172,Ocosta School District No. 172,2020,"2,837,112",,"2,837,112",,"2,837,112",,,
4218030,PA,Octorara Area School District,Octorara Area School District,2020,"64,887,000",,"64,887,000",,"64,887,000",,,
4833360,TX,Odem-Edroy Independent School District,Odem-Edroy Independent School District,2020,"2,711,718",,"2,711,718","4,493,669","7,205,387",,,
2923100,MO,odessa R-VII school district,Odessa R-Vii School District,2020,"17,325,060",,"17,325,060",,"17,325,060",,,
3621630,NY,Odessa-Montour Central School District,Odessa-Montour Central School District,2020,"1,068,081","834,253","233,828",,"233,828",,,
4652770,SD,Oelrichs School District No. 23-3,Oelrichs School District No. 23-3,2020,,"5,573","-5,573",,"-5,573",,,
1921630,IA,Oelwein Community School District,Oelwein Community School District,2020,"7,375,584",,"7,375,584",,"7,375,584",,,
4900720,UT,Ogden City School District,Ogden City School District,2020,"32,303,538",,"32,303,538",,"32,303,538",,,
1921660,IA,Ogden Community School District,Ogden Community School District,2020,"3,516,176",,"3,516,176",,"3,516,176",,,
3621660,NY,Enlarged Ogdensburg City School District,Enlarged Ogdensburg City School District,2020,"2,385,201","1,993,150","392,051",,"392,051",,,
4665460,SD,Oglala Lakota County School District No. 65-1,Oglala Lakota County School District No. 65-1,2020,,"41,141","-41,141",,"-41,141",,,
4833420,TX,Oglesby Independent School District,Oglesby Independent School District,2020,"485,016",,"485,016","982,655","1,467,671",,,
1303990,GA,Oglethorpe County Board of Education,Oglethorpe County Board Of Education,2020,"22,694,384",,"22,694,384","  483,567 ","23,177,951",,,
2104500,KY,Ohio County School District,Ohio County School District,2020,"15,086,092",,"15,086,092","66,419,319","81,505,411",,,
5401050,WV,Ohio County Board of Education,Ohio County Board Of Education,2020,"3,736,458",,"3,736,458","59,963,768","63,700,226",,,
4218090,PA,Oil City Area School District,Oil City Area School District,2020,"39,952,000",,"39,952,000",,"39,952,000",,,
4022560,OK,Oilton School District I-20,Oilton School District I-20,2020,,,0,,0,,,
628270,CA,Ojai Unified School District,Ojai Unified School District,2020,"26,512,704",,"26,512,704","8,881,420","35,394,124",,,
1201380,FL,Okaloosa County District School Board,Okaloosa County District School Board,2020,"169,494,795",,"169,494,795",,"169,494,795",,,
5306150,WA,Okanogan School District No. 105,Okanogan School District No. 105,2020,"4,745,269",,"4,745,269",,"4,745,269",,,
4022590,OK,Okarche School District I-105,Okarche School District I-105,2020,,,0,,0,,,
4022620,OK,Okay School District I-1,Okay School District I-1,2020,,,0,,0,,,
1201410,FL,Okeechobee County District School Board,Okeechobee County District School Board,2020,"34,438,101",,"34,438,101",,"34,438,101",,,
4022650,OK,Okeene School District I-9,Okeene School District I-9,2020,,,0,,0,,,
4006850,OK,Okemah Public School District No. I-26,Okemah Public School District I-26,2020,,,0,,0,,,
2626280,MI,Okemos Public Schools,Okemos Public Schools,2020,"100,024,383",,"100,024,383",,"100,024,383",,,
4022770,OK,Independent School District No. 89 of Oklahoma County,Oklahoma City School District I-89,2020,"302,510,000",,"302,510,000",,"302,510,000",,,
4000021,OK,Oklahoma Union School District No. I-003,Oklahoma Union School District No. I-003,2020,"3,914,416",,"3,914,416",,"3,914,416",,,
4022800,OK,Okmulgee Public Schools I-1,Okmulgee Public Schools I-1,2020,,,0,,0,,,
1900021,IA,Okoboji Community School District,Okoboji Community School District,2020,"5,693,594",,"5,693,594",,"5,693,594",,,
4022830,OK,Oktaha School District No. I-8,Oktaha School District No. I-8,2020,,,0,,0,,,
628320,CA,Old Adobe Union School District,Old Adobe Union School District,2020,"24,821,858",,"24,821,858","8,188,234","33,010,092",,,
3409270,NJ,Old Bridge Board of Education,Old Bridge Board Of Education,2020,"30,253,229",,"30,253,229",,"30,253,229",,,
3910021,OH,Old Fort Local School District,Old Fort Local School District,2020,"7,688,156",,"7,688,156",,"7,688,156",,,
2104530,KY,Oldham County School District,Oldham County School District,2020,"45,006,562",,"45,006,562","242,291,849","287,298,411",,,
3621720,NY,Olean City School District,Olean City School District,2020,"3,573,783","2,282,167","1,291,616",,"1,291,616",,,
3904676,OH,Olentangy Local School District,Olentangy Local School District,2020,"268,874,257",,"268,874,257",,"268,874,257",,,
4218150,PA,Oley Valley School District,Oley Valley School District,2020,"43,414,000",,"43,414,000",,"43,414,000",,,
4833570,TX,Olfen Independent School District,Olfen Independent School District,2020,"333,750",,"333,750","607,357","941,107",,,
1921720,IA,Olin Consolidated Independent School,Olin Consolidated Independent School,2020,"647,008",,"647,008",,"647,008",,,
4022860,OK,Olive Public Schools I-17,Olive Public Schools I-17,2020,"2,255,661",,"2,255,661",,"2,255,661",,,
2626370,MI,Olivet Community Schools,Olivet Community Schools,2020,"26,834,405",,"26,834,405",,"26,834,405",,,
3904657,OH,Olmsted Falls City School District,Olmsted Falls City School District,2020,"51,950,164",,"51,950,164",,"51,950,164",,,
4833630,TX,Olney Independent School District,Olney Independent School District,2020,"2,519,624",,"2,519,624","4,328,427","6,848,051",,,
4833660,TX,Olton Independent School District,Olton Independent School District,2020,"1,874,135",,"1,874,135","3,575,937","5,450,072",,,
1729890,IL,Olympia Community Unit School District No. 16,Olympia Community Unit School District No. 16,2020,,,0,,0,,,
5306180,WA,Olympia School District No. 111,Olympia School District No. 111,2020,"39,690,510",,"39,690,510",,"39,690,510",,,
510920,AR,Omaha School District No. 6,omaha school district,2020,"3,654,284",,"3,654,284",,"3,654,284",,,
5306220,WA,Omak School District No. 19,Omak School District No. 19,2020,"14,117,163",,"14,117,163",,"14,117,163",,,
5510980,WI,School District of Omro,School District Of Omro,2020,"18,940","1,521,372","-1,502,432",,"-1,502,432",,,
4833690,TX,Onalaska Independent School District,Onalaska Independent School District,2020,"3,488,690",,"3,488,690","5,280,650","8,769,340",,,
5511010,WI,School District of Onalaska,School District Of Onalaska,2020,,"4,177,490","-4,177,490",,"-4,177,490",,,
5306240,WA,Onalaska School District No 300,Onalaska School District No 300,2020,"3,212,640",,"3,212,640",,"3,212,640",,,
2626400,MI,Onaway Area Community School District,Onaway Area Community School District,2020,"11,374,697",,"11,374,697",,"11,374,697",,,
4703300,TN,Oneida Special School District,Oneida Special School District,2020,,,0,,0,,,
1602490,ID,Oneida School District No. 351,Oneida School District No. 351,2020,"1,386,241",,"1,386,241",,"1,386,241",,,
2626430,MI,Oneida Township School District #3,Oneida Township School District #3,2020,"271,043",,"271,043",,"271,043",,,
2626490,MI,Onekama Consolidated Schools,Onekama Consolidated Schools,2020,"6,843,646",,"6,843,646",,"6,843,646",,,
102550,AL,Oneonta City Board of Education,Oneonta City Board Of Education,2020,"11,133,000",,"11,133,000",,"11,133,000",,,
3621780,NY,Oneonta City School District,Oneonta City School District,2020,"2,238,073","2,288,532","-50,459",,"-50,459",,,
3703450,NC,Onslow County Board of Education,Onslow County Board Of Education,2020,"98,690,321",,"98,690,321",,"98,690,321",,,
2626520,MI,Onsted Community Schools,Onsted Community Schools,2020,"24,737,565",,"24,737,565",,"24,737,565",,,
3904947,OH,Ontario Local School District,Ontario Local School District,2020,"20,055,153",,"20,055,153",,"20,055,153",,,
4109270,OR,Ontario School District No. 8C,Ontario School District No. 8C,2020,"22,865,310",,"22,865,310",,"22,865,310",,,
628470,CA,Ontario-Montclair School District,Ontario-Montclair School District,2020,"289,947,474",,"289,947,474","107,025,009","396,972,483",,,
3621840,NY,Onteora Central School District,Onteora Central School District,2020,"4,020,415","2,937,774","1,082,641",,"1,082,641",,,
2626550,MI,Ontonagon Area School District,Ontonagon Area School District,2020,"5,678,235",,"5,678,235",,"5,678,235",,,
4023040,OK,Oologah-Talala School District No. I-4,Oologah-Talala School District No. I-4,2020,,,0,,0,,,
102580,AL,Opelika City Board of Education,Opelika City Board Of Education,2020,"44,446,000",,"44,446,000",,"44,446,000",,,
102610,AL,Opp City Board of Education,Opp City Board Of Education,2020,"11,244,000",,"11,244,000",,"11,244,000",,,
3601107,NY,Oppenheim-Ephratah-St. Johnsville Central School District,Oppenheim-Ephratah-St. Johnsville Central School District,2020,"1,366,477","846,645","519,832",,"519,832",,,
4023070,OK,Optima Public Schools,Optima Public Schools D-9,2020,,,0,,0,,,
1201440,FL,Orange County District School Board,Orange County District School Board,2020,"1,128,084,763",,"1,128,084,763",,"1,128,084,763",,,
628530,CA,Orange Center Elementary School District,Orange Center Elementary School District,2020,"3,728,870",,"3,728,870","1,379,419","5,108,289",,,
3910016,OH,Orange City School District,Orange City School District,2020,"61,294,876",,"61,294,876",,"61,294,876",,,
691024,CA,Orange County Department of Education,Orange County Department Of Education,2020,"  197,670,117 ",,"197,670,117","39,571,148","237,241,265",,,
3703480,NC,Orange County Board of Education,Orange County Board Of Education,2020,"35,043,425",,"35,043,425",,"35,043,425",,,
4833720,TX,Orange Grove Independent School District,Orange Grove Independent School District,2020,"4,839,477",,"4,839,477","7,743,539","12,583,016",,,
628650,CA,Orange Unified School District,Orange Unified School District,2020,"315,728,453",,"315,728,453","115,952,354","431,680,807",,,
4503910,SC,Orangeburg County School District,Orangeburg County School District,2020,"183,571,713",,"183,571,713",,"183,571,713",,,
4833780,TX,Orangefield Independent School District,Orangefield Independent School District,2020,"4,216,429",,"4,216,429","8,091,085","12,307,514",,,
